"LGA_CODE_2016","sex","age","pop"
"LGA60410","F",0,121
"LGA60610","F",0,83
"LGA60810","F",0,108
"LGA61010","F",0,8
"LGA61210","F",0,41
"LGA61410","F",0,285
"LGA61510","F",0,36
"LGA61610","F",0,116
"LGA61810","F",0,32
"LGA62010","F",0,0
"LGA62210","F",0,36
"LGA62410","F",0,15
"LGA62610","F",0,246
"LGA62810","F",0,195
"LGA63010","F",0,80
"LGA63210","F",0,15
"LGA63410","F",0,4
"LGA63610","F",0,219
"LGA63810","F",0,47
"LGA64010","F",0,375
"LGA64210","F",0,92
"LGA64610","F",0,52
"LGA64810","F",0,101
"LGA65010","F",0,28
"LGA65210","F",0,7
"LGA65410","F",0,67
"LGA65610","F",0,27
"LGA65810","F",0,101
"LGA69499","F",0,0
"LGA69799","F",0,0
"LGA70200","F",0,181
"LGA70420","F",0,36
"LGA70540","F",0,0
"LGA70620","F",0,25
"LGA70700","F",0,3
"LGA71000","F",0,559
"LGA71300","F",0,53
"LGA72200","F",0,82
"LGA72300","F",0,125
"LGA72330","F",0,34
"LGA72800","F",0,337
"LGA73600","F",0,67
"LGA74050","F",0,16
"LGA74550","F",0,27
"LGA74560","F",0,0
"LGA74660","F",0,31
"LGA74680","F",0,26
"LGA79399","F",0,32
"LGA79499","F",0,4
"LGA79799","F",0,0
"LGA89399","F",0,2459
"LGA89499","F",0,0
"LGA89799","F",0,0
"LGA99399","F",0,27
"LGA99499","F",0,0
"LGA99799","F",0,0
"LGA10050","P",0,676
"LGA10130","P",0,328
"LGA10250","P",0,368
"LGA10300","P",0,26
"LGA10470","P",0,483
"LGA10550","P",0,283
"LGA10600","P",0,99
"LGA10650","P",0,77
"LGA10750","P",0,4926
"LGA10800","P",0,58
"LGA10850","P",0,80
"LGA10900","P",0,770
"LGA10950","P",0,44
"LGA11100","P",0,575
"LGA11150","P",0,42
"LGA11200","P",0,28
"LGA11250","P",0,190
"LGA11300","P",0,319
"LGA11350","P",0,285
"LGA11400","P",0,157
"LGA11450","P",0,1313
"LGA11500","P",0,2104
"LGA11520","P",0,1134
"LGA11570","P",0,4605
"LGA11600","P",0,38
"LGA11650","P",0,3559
"LGA11700","P",0,21
"LGA11720","P",0,693
"LGA11730","P",0,472
"LGA11750","P",0,72
"LGA11800","P",0,738
"LGA12000","P",0,54
"LGA12150","P",0,57
"LGA12350","P",0,126
"LGA12380","P",0,3235
"LGA12700","P",0,77
"LGA12730","P",0,93
"LGA12750","P",0,265
"LGA12850","P",0,2151
"LGA12870","P",0,98
"LGA12900","P",0,112
"LGA12930","P",0,1611
"LGA12950","P",0,44
"LGA13010","P",0,76
"LGA13310","P",0,317
"LGA13340","P",0,102
"LGA13450","P",0,333
"LGA13510","P",0,103
"LGA13550","P",0,158
"LGA13660","P",0,58
"LGA13800","P",0,769
"LGA13850","P",0,21
"LGA13910","P",0,200
"LGA14000","P",0,1347
"LGA14100","P",0,116
"LGA14170","P",0,2181
"LGA14200","P",0,202
"LGA14300","P",0,72
"LGA14350","P",0,305
"LGA14400","P",0,197
"LGA14500","P",0,972
"LGA14550","P",0,67
"LGA14600","P",0,96
"LGA14650","P",0,2172
"LGA14700","P",0,494
"LGA14750","P",0,137
"LGA14850","P",0,413
"LGA14870","P",0,233
"LGA14900","P",0,2973
"LGA14920","P",0,76
"LGA14950","P",0,31
"LGA15050","P",0,1027
"LGA15240","P",0,713
"LGA15270","P",0,283
"LGA15300","P",0,225
"LGA15350","P",0,297
"LGA15520","P",0,105
"LGA15560","P",0,44
"LGA15650","P",0,251
"LGA15700","P",0,181
"LGA15750","P",0,179
"LGA15800","P",0,69
"LGA15850","P",0,80
"LGA15900","P",0,1789
"LGA15950","P",0,957
"LGA15990","P",0,2911
"LGA16100","P",0,60
"LGA16150","P",0,570
"LGA16200","P",0,187
"LGA16260","P",0,3112
"LGA16350","P",0,2847
"LGA16380","P",0,676
"LGA16400","P",0,701
"LGA16490","P",0,744
"LGA16550","P",0,1561
"LGA16610","P",0,258
"LGA16650","P",0,1398
"LGA16700","P",0,1330
"LGA16900","P",0,795
"LGA16950","P",0,937
"LGA17000","P",0,273
"LGA17040","P",0,162
"LGA17080","P",0,148
"LGA17100","P",0,431
"LGA17150","P",0,2528
"LGA17200","P",0,1819
"LGA17310","P",0,712
"LGA17350","P",0,75
"LGA17400","P",0,39
"LGA17420","P",0,1541
"LGA17550","P",0,856
"LGA17620","P",0,158
"LGA17640","P",0,79
"LGA17650","P",0,44
"LGA17750","P",0,819
"LGA17850","P",0,32
"LGA17900","P",0,63
"LGA17950","P",0,42
"LGA18020","P",0,88
"LGA18050","P",0,894
"LGA18100","P",0,34
"LGA18200","P",0,88
"LGA18230","P",0,703
"LGA18250","P",0,899
"LGA18350","P",0,420
"LGA18400","P",0,587
"LGA18450","P",0,2288
"LGA18500","P",0,615
"LGA18710","P",0,183
"LGA19399","P",0,12
"LGA19499","P",0,75
"LGA19799","P",0,0
"LGA20110","P",0,91
"LGA20260","P",0,107
"LGA20570","P",0,1278
"LGA20660","P",0,1535
"LGA20740","P",0,303
"LGA20830","P",0,570
"LGA20910","P",0,857
"LGA21010","P",0,126
"LGA21110","P",0,1376
"LGA21180","P",0,2458
"LGA21270","P",0,44
"LGA21370","P",0,376
"LGA21450","P",0,1442
"LGA21610","P",0,4491
"LGA21670","P",0,101
"LGA21750","P",0,221
"LGA21830","P",0,152
"LGA21890","P",0,1738
"LGA22110","P",0,442
"LGA22170","P",0,1765
"LGA22250","P",0,102
"LGA22310","P",0,1623
"LGA22410","P",0,202
"LGA22490","P",0,256
"LGA22620","P",0,1294
"LGA22670","P",0,2107
"LGA22750","P",0,2638
"LGA22830","P",0,813
"LGA22910","P",0,128
"LGA22980","P",0,51
"LGA23110","P",0,1229
"LGA23190","P",0,220
"LGA23270","P",0,2936
"LGA23350","P",0,127
"LGA23430","P",0,1749
"LGA23670","P",0,1744
"LGA23810","P",0,842
"LGA23940","P",0,60
"LGA24130","P",0,540
"LGA24210","P",0,945
"LGA24250","P",0,74
"LGA24330","P",0,1197
"LGA24410","P",0,1402
"LGA24600","P",0,1144
"LGA24650","P",0,2163
"LGA24780","P",0,647
"LGA24850","P",0,514
"LGA24900","P",0,300
"LGA24970","P",0,1614
"LGA25060","P",0,1356
"LGA25150","P",0,337
"LGA25250","P",0,2143
"LGA25340","P",0,1391
"LGA25430","P",0,155
"LGA25490","P",0,174
"LGA25620","P",0,111
"LGA25710","P",0,558
"LGA25810","P",0,109
"LGA25900","P",0,1159
"LGA25990","P",0,44
"LGA26080","P",0,14
"LGA26170","P",0,292
"LGA26260","P",0,171
"LGA26350","P",0,925
"LGA26430","P",0,78
"LGA26490","P",0,335
"LGA26610","P",0,257
"LGA26670","P",0,59
"LGA26700","P",0,288
"LGA26730","P",0,397
"LGA26810","P",0,440
"LGA26890","P",0,38
"LGA26980","P",0,1535
"LGA27070","P",0,3164
"LGA27170","P",0,529
"LGA27260","P",0,3981
"LGA27350","P",0,932
"LGA27450","P",0,1665
"LGA27630","P",0,64
"LGA29399","P",0,9
"LGA29499","P",0,94
"LGA29799","P",0,0
"LGA30250","P",0,17
"LGA30300","P",0,64
"LGA30370","P",0,199
"LGA30410","P",0,32
"LGA30450","P",0,3
"LGA30760","P",0,23
"LGA30900","P",0,4
"LGA31000","P",0,13181
"LGA31750","P",0,3
"LGA31820","P",0,808
"LGA31900","P",0,150
"LGA31950","P",0,0
"LGA32080","P",0,1845
"LGA32250","P",0,13
"LGA32260","P",0,301
"LGA32270","P",0,482
"LGA32310","P",0,121
"LGA32330","P",0,32
"LGA32450","P",0,43
"LGA32500","P",0,51
"LGA32600","P",0,6
"LGA32750","P",0,0
"LGA32770","P",0,37
"LGA32810","P",0,120
"LGA33100","P",0,13
"LGA33200","P",0,18
"LGA33220","P",0,823
"LGA33360","P",0,840
"LGA33430","P",0,6051
"LGA33610","P",0,127
"LGA33620","P",0,449
"LGA33800","P",0,76
"LGA33830","P",0,22
"LGA33960","P",0,2981
"LGA33980","P",0,372
"LGA34420","P",0,13
"LGA34530","P",0,353
"LGA34570","P",0,10
"LGA34580","P",0,389
"LGA34590","P",0,4148
"LGA34710","P",0,40
"LGA34770","P",0,1472
"LGA34800","P",0,10
"LGA34830","P",0,14
"LGA34860","P",0,159
"LGA34880","P",0,199
"LGA35010","P",0,5102
"LGA35250","P",0,16
"LGA35300","P",0,329
"LGA35600","P",0,70
"LGA35670","P",0,16
"LGA35740","P",0,340
"LGA35760","P",0,93
"LGA35780","P",0,62
"LGA35790","P",0,68
"LGA35800","P",0,17
"LGA36070","P",0,13
"LGA36150","P",0,11
"LGA36250","P",0,1449
"LGA36300","P",0,13
"LGA36370","P",0,1009
"LGA36510","P",0,331
"LGA36580","P",0,261
"LGA36630","P",0,298
"LGA36660","P",0,379
"LGA36720","P",0,2773
"LGA36820","P",0,219
"LGA36910","P",0,1901
"LGA36950","P",0,45
"LGA36960","P",0,89
"LGA37010","P",0,2403
"LGA37300","P",0,63
"LGA37310","P",0,431
"LGA37340","P",0,379
"LGA37400","P",0,14
"LGA37550","P",0,21
"LGA37570","P",0,3
"LGA37600","P",0,39
"LGA39499","P",0,60
"LGA39799","P",0,0
"LGA40070","P",0,133
"LGA40120","P",0,372
"LGA40220","P",0,213
"LGA40250","P",0,33
"LGA40310","P",0,213
"LGA40430","P",0,14
"LGA40520","P",0,117
"LGA40700","P",0,323
"LGA40910","P",0,504
"LGA41010","P",0,56
"LGA41060","P",0,1211
"LGA41140","P",0,87
"LGA41190","P",0,17
"LGA41330","P",0,17
"LGA41560","P",0,118
"LGA41750","P",0,11
"LGA41830","P",0,20
"LGA41960","P",0,16
"LGA42030","P",0,236
"LGA42110","P",0,40
"LGA42250","P",0,61
"LGA42600","P",0,273
"LGA42750","P",0,39
"LGA43080","P",0,10
"LGA43220","P",0,16
"LGA43360","P",0,28
"LGA43650","P",0,150
"LGA43710","P",0,53
"LGA43790","P",0,121
"LGA43920","P",0,89
"LGA44000","P",0,0
"LGA44060","P",0,1020
"LGA44210","P",0,66
"LGA44340","P",0,633
"LGA44550","P",0,400
"LGA44620","P",0,310
"LGA44830","P",0,21
"LGA45040","P",0,215
"LGA45090","P",0,85
"LGA45120","P",0,55
"LGA45290","P",0,322
"LGA45340","P",0,1897
"LGA45400","P",0,9
"LGA45540","P",0,11
"LGA45680","P",0,1448
"LGA45890","P",0,1449
"LGA46090","P",0,164
"LGA46300","P",0,176
"LGA46450","P",0,186
"LGA46510","P",0,233
"LGA46670","P",0,83
"LGA46860","P",0,8
"LGA46970","P",0,85
"LGA47140","P",0,1790
"LGA47290","P",0,21
"LGA47490","P",0,31
"LGA47630","P",0,61
"LGA47700","P",0,985
"LGA47800","P",0,56
"LGA47910","P",0,25
"LGA47980","P",0,305
"LGA48050","P",0,104
"LGA48130","P",0,85
"LGA48260","P",0,55
"LGA48340","P",0,108
"LGA48410","P",0,603
"LGA48540","P",0,249
"LGA48640","P",0,14
"LGA48750","P",0,44
"LGA48830","P",0,88
"LGA49399","P",0,26
"LGA49499","P",0,16
"LGA49799","P",0,0
"LGA50080","P",0,372
"LGA50210","P",0,1399
"LGA50250","P",0,137
"LGA50280","P",0,189
"LGA50350","P",0,201
"LGA50420","P",0,817
"LGA50490","P",0,536
"LGA50560","P",0,9
"LGA50630","P",0,22
"LGA50770","P",0,22
"LGA50840","P",0,36
"LGA50910","P",0,19
"LGA50980","P",0,252
"LGA51080","P",0,25
"LGA51120","P",0,9
"LGA51190","P",0,341
"LGA51260","P",0,391
"LGA51310","P",0,243
"LGA51330","P",0,944
"LGA51400","P",0,205
"LGA51470","P",0,12
"LGA51540","P",0,57
"LGA51610","P",0,8
"LGA51680","P",0,44
"LGA51750","P",0,77
"LGA51820","P",0,1471
"LGA51890","P",0,97
"LGA51960","P",0,53
"LGA52030","P",0,13
"LGA52100","P",0,21
"LGA52170","P",0,67
"LGA52240","P",0,11
"LGA52310","P",0,7
"LGA52380","P",0,0
"LGA52450","P",0,10
"LGA52520","P",0,21
"LGA52590","P",0,29
"LGA52660","P",0,198
"LGA52730","P",0,42
"LGA52800","P",0,126
"LGA52870","P",0,64
"LGA52940","P",0,15
"LGA53010","P",0,9
"LGA53080","P",0,5
"LGA53150","P",0,55
"LGA53220","P",0,102
"LGA53290","P",0,163
"LGA53360","P",0,42
"LGA53430","P",0,297
"LGA53570","P",0,44
"LGA53640","P",0,17
"LGA53710","P",0,10
"LGA53780","P",0,1601
"LGA53800","P",0,501
"LGA53920","P",0,49
"LGA53990","P",0,340
"LGA54060","P",0,28
"LGA54130","P",0,20
"LGA54170","P",0,1595
"LGA54200","P",0,652
"LGA54280","P",0,521
"LGA54310","P",0,375
"LGA54340","P",0,49
"LGA54410","P",0,14
"LGA54480","P",0,15
"LGA54550","P",0,29
"LGA54620","P",0,14
"LGA54690","P",0,9
"LGA54760","P",0,9
"LGA54830","P",0,690
"LGA54900","P",0,15
"LGA54970","P",0,7
"LGA55040","P",0,16
"LGA55110","P",0,904
"LGA55180","P",0,94
"LGA55250","P",0,15
"LGA55320","P",0,887
"LGA55390","P",0,4
"LGA55460","P",0,31
"LGA55530","P",0,5
"LGA55600","P",0,16
"LGA55670","P",0,5
"LGA55740","P",0,62
"LGA55810","P",0,3
"LGA55880","P",0,13
"LGA55950","P",0,7
"LGA56090","P",0,331
"LGA56160","P",0,3
"LGA56230","P",0,168
"LGA56300","P",0,9
"LGA56370","P",0,12
"LGA56460","P",0,54
"LGA56580","P",0,155
"LGA56620","P",0,15
"LGA56730","P",0,122
"LGA56790","P",0,33
"LGA56860","P",0,0
"LGA56930","P",0,11
"LGA57000","P",0,4
"LGA57080","P",0,206
"LGA57140","P",0,10
"LGA57210","P",0,42
"LGA57280","P",0,262
"LGA57350","P",0,11
"LGA57420","P",0,19
"LGA57490","P",0,1770
"LGA57630","P",0,0
"LGA57700","P",0,463
"LGA57770","P",0,14
"LGA57840","P",0,406
"LGA57910","P",0,2676
"LGA57980","P",0,221
"LGA58050","P",0,1986
"LGA58190","P",0,3
"LGA58260","P",0,12
"LGA58330","P",0,30
"LGA58400","P",0,0
"LGA58470","P",0,5
"LGA58510","P",0,462
"LGA58540","P",0,12
"LGA58570","P",0,405
"LGA58610","P",0,15
"LGA58680","P",0,5
"LGA58760","P",0,2869
"LGA58820","P",0,41
"LGA58890","P",0,8
"LGA59030","P",0,0
"LGA59100","P",0,10
"LGA59170","P",0,21
"LGA59250","P",0,0
"LGA59310","P",0,17
"LGA59320","P",0,8
"LGA59330","P",0,3
"LGA59340","P",0,120
"LGA59350","P",0,0
"LGA59360","P",0,6
"LGA59370","P",0,29
"LGA59499","P",0,38
"LGA59799","P",0,0
"LGA60210","P",0,42
"LGA60410","P",0,248
"LGA60610","P",0,192
"LGA60810","P",0,190
"LGA61010","P",0,15
"LGA61210","P",0,93
"LGA61410","P",0,582
"LGA61510","P",0,96
"LGA61610","P",0,231
"LGA61810","P",0,57
"LGA62010","P",0,5
"LGA62210","P",0,73
"LGA62410","P",0,27
"LGA62610","P",0,554
"LGA62810","P",0,432
"LGA63010","P",0,160
"LGA63210","P",0,45
"LGA63410","P",0,19
"LGA63610","P",0,417
"LGA63810","P",0,96
"LGA64010","P",0,766
"LGA64210","P",0,194
"LGA64610","P",0,122
"LGA64810","P",0,183
"LGA65010","P",0,56
"LGA65210","P",0,18
"LGA65410","P",0,122
"LGA65610","P",0,47
"LGA65810","P",0,243
"LGA69499","P",0,11
"LGA69799","P",0,0
"LGA70200","P",0,374
"LGA70420","P",0,88
"LGA70540","P",0,0
"LGA70620","P",0,52
"LGA70700","P",0,11
"LGA71000","P",0,1130
"LGA71300","P",0,134
"LGA72200","P",0,155
"LGA72300","P",0,241
"LGA72330","P",0,64
"LGA72800","P",0,684
"LGA73600","P",0,115
"LGA74050","P",0,31
"LGA74550","P",0,66
"LGA74560","P",0,6
"LGA74660","P",0,78
"LGA74680","P",0,50
"LGA79399","P",0,69
"LGA79499","P",0,13
"LGA79799","P",0,0
"LGA89399","P",0,5125
"LGA89499","P",0,0
"LGA89799","P",0,0
"LGA99399","P",0,46
"LGA99499","P",0,3
"LGA99799","P",0,0
"LGA10050","M",1,342
"LGA10130","M",1,146
"LGA10250","M",1,217
"LGA10300","M",1,20
"LGA10470","M",1,284
"LGA10550","M",1,131
"LGA10600","M",1,52
"LGA10650","M",1,45
"LGA10750","M",1,2786
"LGA10800","M",1,38
"LGA10850","M",1,36
"LGA10900","M",1,427
"LGA10950","M",1,21
"LGA11100","M",1,295
"LGA11150","M",1,22
"LGA11200","M",1,15
"LGA11250","M",1,100
"LGA11300","M",1,176
"LGA11350","M",1,137
"LGA11400","M",1,85
"LGA11450","M",1,668
"LGA11500","M",1,1166
"LGA11520","M",1,609
"LGA11570","M",1,2652
"LGA11600","M",1,23
"LGA11650","M",1,1970
"LGA11700","M",1,15
"LGA11720","M",1,405
"LGA11730","M",1,246
"LGA11750","M",1,37
"LGA11800","M",1,403
"LGA12000","M",1,18
"LGA12150","M",1,26
"LGA12350","M",1,55
"LGA12380","M",1,1793
"LGA12700","M",1,39
"LGA12730","M",1,60
"LGA12750","M",1,146
"LGA12850","M",1,1268
"LGA12870","M",1,46
"LGA12900","M",1,47
"LGA12930","M",1,879
"LGA12950","M",1,22
"LGA13010","M",1,38
"LGA13310","M",1,166
"LGA13340","M",1,72
"LGA13450","M",1,187
"LGA13510","M",1,54
"LGA13550","M",1,108
"LGA13660","M",1,39
"LGA13800","M",1,431
"LGA13850","M",1,19
"LGA13910","M",1,102
"LGA14000","M",1,899
"LGA14100","M",1,70
"LGA14170","M",1,1143
"LGA14200","M",1,96
"LGA14300","M",1,32
"LGA14350","M",1,149
"LGA14400","M",1,103
"LGA14500","M",1,544
"LGA14550","M",1,35
"LGA14600","M",1,40
"LGA14650","M",1,1230
"LGA14700","M",1,260
"LGA14750","M",1,71
"LGA14850","M",1,222
"LGA14870","M",1,125
"LGA14900","M",1,1634
"LGA14920","M",1,49
"LGA14950","M",1,18
"LGA15050","M",1,554
"LGA15240","M",1,438
"LGA15270","M",1,199
"LGA15300","M",1,88
"LGA15350","M",1,143
"LGA15520","M",1,60
"LGA15560","M",1,24
"LGA15650","M",1,121
"LGA15700","M",1,85
"LGA15750","M",1,105
"LGA15800","M",1,53
"LGA15850","M",1,41
"LGA15900","M",1,888
"LGA15950","M",1,426
"LGA15990","M",1,1593
"LGA16100","M",1,29
"LGA16150","M",1,320
"LGA16200","M",1,95
"LGA16260","M",1,1718
"LGA16350","M",1,1491
"LGA16380","M",1,377
"LGA16400","M",1,369
"LGA16490","M",1,416
"LGA16550","M",1,792
"LGA16610","M",1,123
"LGA16650","M",1,721
"LGA16700","M",1,763
"LGA16900","M",1,450
"LGA16950","M",1,492
"LGA17000","M",1,156
"LGA17040","M",1,87
"LGA17080","M",1,85
"LGA17100","M",1,268
"LGA17150","M",1,1387
"LGA17200","M",1,808
"LGA17310","M",1,399
"LGA17350","M",1,41
"LGA17400","M",1,20
"LGA17420","M",1,968
"LGA17550","M",1,461
"LGA17620","M",1,83
"LGA17640","M",1,44
"LGA17650","M",1,27
"LGA17750","M",1,444
"LGA17850","M",1,24
"LGA17900","M",1,40
"LGA17950","M",1,24
"LGA18020","M",1,47
"LGA18050","M",1,460
"LGA18100","M",1,13
"LGA18200","M",1,46
"LGA18230","M",1,341
"LGA18250","M",1,464
"LGA18350","M",1,210
"LGA18400","M",1,349
"LGA18450","M",1,1195
"LGA18500","M",1,267
"LGA18710","M",1,99
"LGA19399","M",1,4
"LGA19499","M",1,42
"LGA19799","M",1,3
"LGA20110","M",1,56
"LGA20260","M",1,68
"LGA20570","M",1,677
"LGA20660","M",1,744
"LGA20740","M",1,190
"LGA20830","M",1,296
"LGA20910","M",1,479
"LGA21010","M",1,59
"LGA21110","M",1,770
"LGA21180","M",1,1373
"LGA21270","M",1,25
"LGA21370","M",1,173
"LGA21450","M",1,847
"LGA21610","M",1,2465
"LGA21670","M",1,50
"LGA21750","M",1,109
"LGA21830","M",1,91
"LGA21890","M",1,990
"LGA22110","M",1,239
"LGA22170","M",1,925
"LGA22250","M",1,41
"LGA22310","M",1,879
"LGA22410","M",1,87
"LGA22490","M",1,129
"LGA22620","M",1,682
"LGA22670","M",1,1161
"LGA22750","M",1,1509
"LGA22830","M",1,438
"LGA22910","M",1,70
"LGA22980","M",1,22
"LGA23110","M",1,642
"LGA23190","M",1,142
"LGA23270","M",1,1670
"LGA23350","M",1,72
"LGA23430","M",1,954
"LGA23670","M",1,905
"LGA23810","M",1,429
"LGA23940","M",1,26
"LGA24130","M",1,260
"LGA24210","M",1,611
"LGA24250","M",1,45
"LGA24330","M",1,603
"LGA24410","M",1,772
"LGA24600","M",1,467
"LGA24650","M",1,1122
"LGA24780","M",1,304
"LGA24850","M",1,302
"LGA24900","M",1,152
"LGA24970","M",1,981
"LGA25060","M",1,696
"LGA25150","M",1,193
"LGA25250","M",1,1134
"LGA25340","M",1,778
"LGA25430","M",1,85
"LGA25490","M",1,114
"LGA25620","M",1,52
"LGA25710","M",1,310
"LGA25810","M",1,54
"LGA25900","M",1,489
"LGA25990","M",1,37
"LGA26080","M",1,3
"LGA26170","M",1,166
"LGA26260","M",1,72
"LGA26350","M",1,461
"LGA26430","M",1,55
"LGA26490","M",1,177
"LGA26610","M",1,154
"LGA26670","M",1,22
"LGA26700","M",1,155
"LGA26730","M",1,186
"LGA26810","M",1,241
"LGA26890","M",1,29
"LGA26980","M",1,915
"LGA27070","M",1,1689
"LGA27170","M",1,253
"LGA27260","M",1,2352
"LGA27350","M",1,445
"LGA27450","M",1,952
"LGA27630","M",1,29
"LGA29399","M",1,0
"LGA29499","M",1,38
"LGA29799","M",1,0
"LGA30250","M",1,16
"LGA30300","M",1,29
"LGA30370","M",1,111
"LGA30410","M",1,26
"LGA30450","M",1,0
"LGA30760","M",1,5
"LGA30900","M",1,0
"LGA31000","M",1,7008
"LGA31750","M",1,0
"LGA31820","M",1,512
"LGA31900","M",1,90
"LGA31950","M",1,8
"LGA32080","M",1,1068
"LGA32250","M",1,14
"LGA32260","M",1,192
"LGA32270","M",1,263
"LGA32310","M",1,68
"LGA32330","M",1,19
"LGA32450","M",1,31
"LGA32500","M",1,24
"LGA32600","M",1,0
"LGA32750","M",1,0
"LGA32770","M",1,18
"LGA32810","M",1,71
"LGA33100","M",1,3
"LGA33200","M",1,17
"LGA33220","M",1,493
"LGA33360","M",1,483
"LGA33430","M",1,3394
"LGA33610","M",1,78
"LGA33620","M",1,273
"LGA33800","M",1,54
"LGA33830","M",1,12
"LGA33960","M",1,1706
"LGA33980","M",1,214
"LGA34420","M",1,13
"LGA34530","M",1,210
"LGA34570","M",1,14
"LGA34580","M",1,229
"LGA34590","M",1,2416
"LGA34710","M",1,23
"LGA34770","M",1,794
"LGA34800","M",1,12
"LGA34830","M",1,0
"LGA34860","M",1,117
"LGA34880","M",1,105
"LGA35010","M",1,2712
"LGA35250","M",1,11
"LGA35300","M",1,181
"LGA35600","M",1,25
"LGA35670","M",1,14
"LGA35740","M",1,203
"LGA35760","M",1,54
"LGA35780","M",1,41
"LGA35790","M",1,17
"LGA35800","M",1,12
"LGA36070","M",1,5
"LGA36150","M",1,6
"LGA36250","M",1,849
"LGA36300","M",1,3
"LGA36370","M",1,557
"LGA36510","M",1,203
"LGA36580","M",1,161
"LGA36630","M",1,197
"LGA36660","M",1,202
"LGA36720","M",1,1481
"LGA36820","M",1,139
"LGA36910","M",1,982
"LGA36950","M",1,34
"LGA36960","M",1,56
"LGA37010","M",1,1338
"LGA37300","M",1,32
"LGA37310","M",1,222
"LGA37340","M",1,209
"LGA37400","M",1,4
"LGA37550","M",1,4
"LGA37570","M",1,3
"LGA37600","M",1,17
"LGA39499","M",1,21
"LGA39799","M",1,0
"LGA40070","M",1,59
"LGA40120","M",1,150
"LGA40220","M",1,114
"LGA40250","M",1,20
"LGA40310","M",1,129
"LGA40430","M",1,13
"LGA40520","M",1,60
"LGA40700","M",1,178
"LGA40910","M",1,276
"LGA41010","M",1,30
"LGA41060","M",1,639
"LGA41140","M",1,45
"LGA41190","M",1,15
"LGA41330","M",1,13
"LGA41560","M",1,51
"LGA41750","M",1,6
"LGA41830","M",1,3
"LGA41960","M",1,3
"LGA42030","M",1,122
"LGA42110","M",1,22
"LGA42250","M",1,48
"LGA42600","M",1,153
"LGA42750","M",1,34
"LGA43080","M",1,4
"LGA43220","M",1,4
"LGA43360","M",1,14
"LGA43650","M",1,91
"LGA43710","M",1,42
"LGA43790","M",1,68
"LGA43920","M",1,53
"LGA44000","M",1,0
"LGA44060","M",1,554
"LGA44210","M",1,29
"LGA44340","M",1,347
"LGA44550","M",1,230
"LGA44620","M",1,156
"LGA44830","M",1,16
"LGA45040","M",1,109
"LGA45090","M",1,48
"LGA45120","M",1,30
"LGA45290","M",1,179
"LGA45340","M",1,1081
"LGA45400","M",1,5
"LGA45540","M",1,9
"LGA45680","M",1,738
"LGA45890","M",1,826
"LGA46090","M",1,82
"LGA46300","M",1,83
"LGA46450","M",1,87
"LGA46510","M",1,135
"LGA46670","M",1,52
"LGA46860","M",1,10
"LGA46970","M",1,36
"LGA47140","M",1,970
"LGA47290","M",1,17
"LGA47490","M",1,11
"LGA47630","M",1,39
"LGA47700","M",1,570
"LGA47800","M",1,30
"LGA47910","M",1,9
"LGA47980","M",1,191
"LGA48050","M",1,48
"LGA48130","M",1,40
"LGA48260","M",1,33
"LGA48340","M",1,74
"LGA48410","M",1,330
"LGA48540","M",1,153
"LGA48640","M",1,3
"LGA48750","M",1,16
"LGA48830","M",1,53
"LGA49399","M",1,13
"LGA49499","M",1,10
"LGA49799","M",1,0
"LGA50080","M",1,176
"LGA50210","M",1,755
"LGA50250","M",1,82
"LGA50280","M",1,117
"LGA50350","M",1,107
"LGA50420","M",1,411
"LGA50490","M",1,287
"LGA50560","M",1,8
"LGA50630","M",1,11
"LGA50770","M",1,9
"LGA50840","M",1,19
"LGA50910","M",1,3
"LGA50980","M",1,126
"LGA51080","M",1,14
"LGA51120","M",1,4
"LGA51190","M",1,189
"LGA51260","M",1,216
"LGA51310","M",1,149
"LGA51330","M",1,591
"LGA51400","M",1,120
"LGA51470","M",1,0
"LGA51540","M",1,37
"LGA51610","M",1,6
"LGA51680","M",1,24
"LGA51750","M",1,52
"LGA51820","M",1,807
"LGA51890","M",1,56
"LGA51960","M",1,31
"LGA52030","M",1,4
"LGA52100","M",1,5
"LGA52170","M",1,38
"LGA52240","M",1,3
"LGA52310","M",1,0
"LGA52380","M",1,5
"LGA52450","M",1,7
"LGA52520","M",1,16
"LGA52590","M",1,16
"LGA52660","M",1,115
"LGA52730","M",1,22
"LGA52800","M",1,81
"LGA52870","M",1,33
"LGA52940","M",1,5
"LGA53010","M",1,8
"LGA53080","M",1,3
"LGA53150","M",1,38
"LGA53220","M",1,67
"LGA53290","M",1,101
