"LGA_CODE_2016","sex","age","pop"
"LGA34830","P",11,3
"LGA34860","P",11,164
"LGA34880","P",11,255
"LGA35010","P",11,5923
"LGA35250","P",11,22
"LGA35300","P",11,292
"LGA35600","P",11,48
"LGA35670","P",11,22
"LGA35740","P",11,602
"LGA35760","P",11,144
"LGA35780","P",11,50
"LGA35790","P",11,48
"LGA35800","P",11,17
"LGA36070","P",11,15
"LGA36150","P",11,11
"LGA36250","P",11,1963
"LGA36300","P",11,5
"LGA36370","P",11,1017
"LGA36510","P",11,603
"LGA36580","P",11,363
"LGA36630","P",11,455
"LGA36660","P",11,420
"LGA36720","P",11,3801
"LGA36820","P",11,324
"LGA36910","P",11,2119
"LGA36950","P",11,58
"LGA36960","P",11,123
"LGA37010","P",11,2456
"LGA37300","P",11,71
"LGA37310","P",11,471
"LGA37340","P",11,395
"LGA37400","P",11,12
"LGA37550","P",11,15
"LGA37570","P",11,0
"LGA37600","P",11,79
"LGA39499","P",11,45
"LGA39799","P",11,0
"LGA40070","P",11,56
"LGA40120","P",11,560
"LGA40220","P",11,294
"LGA40250","P",11,27
"LGA40310","P",11,310
"LGA40430","P",11,23
"LGA40520","P",11,126
"LGA40700","P",11,603
"LGA40910","P",11,504
"LGA41010","P",11,38
"LGA41060","P",11,1063
"LGA41140","P",11,120
"LGA41190","P",11,16
"LGA41330","P",11,18
"LGA41560","P",11,145
"LGA41750","P",11,11
"LGA41830","P",11,17
"LGA41960","P",11,14
"LGA42030","P",11,252
"LGA42110","P",11,50
"LGA42250","P",11,119
"LGA42600","P",11,335
"LGA42750","P",11,50
"LGA43080","P",11,19
"LGA43220","P",11,18
"LGA43360","P",11,22
"LGA43650","P",11,215
"LGA43710","P",11,69
"LGA43790","P",11,150
"LGA43920","P",11,113
"LGA44000","P",11,0
"LGA44060","P",11,860
"LGA44210","P",11,96
"LGA44340","P",11,768
"LGA44550","P",11,452
"LGA44620","P",11,375
"LGA44830","P",11,31
"LGA45040","P",11,241
"LGA45090","P",11,99
"LGA45120","P",11,57
"LGA45290","P",11,333
"LGA45340","P",11,1948
"LGA45400","P",11,9
"LGA45540","P",11,12
"LGA45680","P",11,1175
"LGA45890","P",11,1205
"LGA46090","P",11,177
"LGA46300","P",11,192
"LGA46450","P",11,220
"LGA46510","P",11,217
"LGA46670","P",11,128
"LGA46860","P",11,10
"LGA46970","P",11,65
"LGA47140","P",11,1656
"LGA47290","P",11,31
"LGA47490","P",11,27
"LGA47630","P",11,87
"LGA47700","P",11,1145
"LGA47800","P",11,82
"LGA47910","P",11,36
"LGA47980","P",11,429
"LGA48050","P",11,140
"LGA48130","P",11,80
"LGA48260","P",11,67
"LGA48340","P",11,166
"LGA48410","P",11,530
"LGA48540","P",11,309
"LGA48640","P",11,23
"LGA48750","P",11,55
"LGA48830","P",11,109
"LGA49399","P",11,44
"LGA49499","P",11,11
"LGA49799","P",11,0
"LGA50080","P",11,437
"LGA50210","P",11,988
"LGA50250","P",11,81
"LGA50280","P",11,217
"LGA50350","P",11,148
"LGA50420","P",11,593
"LGA50490","P",11,356
"LGA50560","P",11,30
"LGA50630","P",11,31
"LGA50770","P",11,19
"LGA50840","P",11,60
"LGA50910","P",11,10
"LGA50980","P",11,254
"LGA51080","P",11,21
"LGA51120","P",11,12
"LGA51190","P",11,349
"LGA51260","P",11,503
"LGA51310","P",11,403
"LGA51330","P",11,1099
"LGA51400","P",11,293
"LGA51470","P",11,5
"LGA51540","P",11,71
"LGA51610","P",11,34
"LGA51680","P",11,67
"LGA51750","P",11,96
"LGA51820","P",11,1244
"LGA51890","P",11,119
"LGA51960","P",11,48
"LGA52030","P",11,16
"LGA52100","P",11,15
"LGA52170","P",11,96
"LGA52240","P",11,3
"LGA52310","P",11,11
"LGA52380","P",11,0
"LGA52450","P",11,11
"LGA52520","P",11,17
"LGA52590","P",11,30
"LGA52660","P",11,192
"LGA52730","P",11,87
"LGA52800","P",11,125
"LGA52870","P",11,81
"LGA52940","P",11,7
"LGA53010","P",11,9
"LGA53080","P",11,6
"LGA53150","P",11,103
"LGA53220","P",11,75
"LGA53290","P",11,182
"LGA53360","P",11,37
"LGA53430","P",11,249
"LGA53570","P",11,64
"LGA53640","P",11,23
"LGA53710","P",11,5
"LGA53780","P",11,1539
"LGA53800","P",11,544
"LGA53920","P",11,57
"LGA53990","P",11,426
"LGA54060","P",11,44
"LGA54130","P",11,18
"LGA54170","P",11,2111
"LGA54200","P",11,755
"LGA54280","P",11,376
"LGA54310","P",11,321
"LGA54340","P",11,51
"LGA54410","P",11,15
"LGA54480","P",11,7
"LGA54550","P",11,26
"LGA54620","P",11,23
"LGA54690","P",11,3
"LGA54760","P",11,9
"LGA54830","P",11,453
"LGA54900","P",11,24
"LGA54970","P",11,8
"LGA55040","P",11,15
"LGA55110","P",11,959
"LGA55180","P",11,147
"LGA55250","P",11,9
"LGA55320","P",11,1136
"LGA55390","P",11,0
"LGA55460","P",11,45
"LGA55530","P",11,7
"LGA55600","P",11,38
"LGA55670","P",11,11
"LGA55740","P",11,113
"LGA55810","P",11,5
"LGA55880","P",11,4
"LGA55950","P",11,3
"LGA56090","P",11,520
"LGA56160","P",11,0
"LGA56230","P",11,175
"LGA56300","P",11,13
"LGA56370","P",11,7
"LGA56460","P",11,68
"LGA56580","P",11,352
"LGA56620","P",11,31
"LGA56730","P",11,141
"LGA56790","P",11,34
"LGA56860","P",11,3
"LGA56930","P",11,24
"LGA57000","P",11,5
"LGA57080","P",11,42
"LGA57140","P",11,14
"LGA57210","P",11,71
"LGA57280","P",11,171
"LGA57350","P",11,16
"LGA57420","P",11,22
"LGA57490","P",11,1730
"LGA57630","P",11,0
"LGA57700","P",11,358
"LGA57770","P",11,13
"LGA57840","P",11,397
"LGA57910","P",11,2083
"LGA57980","P",11,179
"LGA58050","P",11,1865
"LGA58190","P",11,8
"LGA58260","P",11,7
"LGA58330","P",11,56
"LGA58400","P",11,0
"LGA58470","P",11,8
"LGA58510","P",11,270
"LGA58540","P",11,4
"LGA58570","P",11,250
"LGA58610","P",11,15
"LGA58680","P",11,8
"LGA58760","P",11,2686
"LGA58820","P",11,60
"LGA58890","P",11,9
"LGA59030","P",11,3
"LGA59100","P",11,8
"LGA59170","P",11,17
"LGA59250","P",11,3
"LGA59310","P",11,25
"LGA59320","P",11,13
"LGA59330","P",11,3
"LGA59340","P",11,107
"LGA59350","P",11,0
"LGA59360","P",11,16
"LGA59370","P",11,34
"LGA59499","P",11,24
"LGA59799","P",11,0
"LGA60210","P",11,63
"LGA60410","P",11,251
"LGA60610","P",11,223
"LGA60810","P",11,257
"LGA61010","P",11,27
"LGA61210","P",11,116
"LGA61410","P",11,688
"LGA61510","P",11,117
"LGA61610","P",11,286
"LGA61810","P",11,87
"LGA62010","P",11,3
"LGA62210","P",11,99
"LGA62410","P",11,37
"LGA62610","P",11,560
"LGA62810","P",11,496
"LGA63010","P",11,222
"LGA63210","P",11,92
"LGA63410","P",11,12
"LGA63610","P",11,494
"LGA63810","P",11,145
"LGA64010","P",11,705
"LGA64210","P",11,225
"LGA64610","P",11,139
"LGA64810","P",11,164
"LGA65010","P",11,74
"LGA65210","P",11,27
"LGA65410","P",11,167
"LGA65610","P",11,46
"LGA65810","P",11,269
"LGA69499","P",11,3
"LGA69799","P",11,0
"LGA70200","P",11,314
"LGA70420","P",11,106
"LGA70540","P",11,0
"LGA70620","P",11,71
"LGA70700","P",11,14
"LGA71000","P",11,862
"LGA71300","P",11,169
"LGA72200","P",11,114
"LGA72300","P",11,259
"LGA72330","P",11,80
"LGA72800","P",11,487
"LGA73600","P",11,112
"LGA74050","P",11,56
"LGA74550","P",11,39
"LGA74560","P",11,3
"LGA74660","P",11,102
"LGA74680","P",11,54
"LGA79399","P",11,88
"LGA79499","P",11,3
"LGA79799","P",11,0
"LGA89399","P",11,4484
"LGA89499","P",11,0
"LGA89799","P",11,0
"LGA99399","P",11,43
"LGA99499","P",11,0
"LGA99799","P",11,0
"LGA10050","M",12,293
"LGA10130","M",12,201
"LGA10250","M",12,275
"LGA10300","M",12,16
"LGA10470","M",12,285
"LGA10550","M",12,194
"LGA10600","M",12,71
"LGA10650","M",12,49
"LGA10750","M",12,2339
"LGA10800","M",12,46
"LGA10850","M",12,64
"LGA10900","M",12,520
"LGA10950","M",12,17
"LGA11100","M",12,235
"LGA11150","M",12,18
"LGA11200","M",12,9
"LGA11250","M",12,92
"LGA11300","M",12,164
"LGA11350","M",12,204
"LGA11400","M",12,101
"LGA11450","M",12,614
"LGA11500","M",12,1132
"LGA11520","M",12,394
"LGA11570","M",12,2239
"LGA11600","M",12,17
"LGA11650","M",12,2095
"LGA11700","M",12,6
"LGA11720","M",12,339
"LGA11730","M",12,279
"LGA11750","M",12,23
"LGA11800","M",12,437
"LGA12000","M",12,32
"LGA12150","M",12,24
"LGA12350","M",12,94
"LGA12380","M",12,1240
"LGA12700","M",12,60
"LGA12730","M",12,55
"LGA12750","M",12,213
"LGA12850","M",12,1333
"LGA12870","M",12,75
"LGA12900","M",12,73
"LGA12930","M",12,788
"LGA12950","M",12,24
"LGA13010","M",12,67
"LGA13310","M",12,182
"LGA13340","M",12,88
"LGA13450","M",12,188
"LGA13510","M",12,90
"LGA13550","M",12,81
"LGA13660","M",12,30
"LGA13800","M",12,455
"LGA13850","M",12,17
"LGA13910","M",12,133
"LGA14000","M",12,943
"LGA14100","M",12,118
"LGA14170","M",12,754
"LGA14200","M",12,115
"LGA14300","M",12,36
"LGA14350","M",12,169
"LGA14400","M",12,140
"LGA14500","M",12,919
"LGA14550","M",12,55
"LGA14600","M",12,35
"LGA14650","M",12,1205
"LGA14700","M",12,222
"LGA14750","M",12,95
"LGA14850","M",12,300
"LGA14870","M",12,116
"LGA14900","M",12,1626
"LGA14920","M",12,47
"LGA14950","M",12,23
"LGA15050","M",12,535
"LGA15240","M",12,508
"LGA15270","M",12,155
"LGA15300","M",12,67
"LGA15350","M",12,201
"LGA15520","M",12,65
"LGA15560","M",12,32
"LGA15650","M",12,111
"LGA15700","M",12,121
"LGA15750","M",12,85
"LGA15800","M",12,36
"LGA15850","M",12,50
"LGA15900","M",12,811
"LGA15950","M",12,182
"LGA15990","M",12,1674
"LGA16100","M",12,34
"LGA16150","M",12,270
"LGA16200","M",12,107
"LGA16260","M",12,1154
"LGA16350","M",12,1297
"LGA16380","M",12,470
"LGA16400","M",12,407
"LGA16490","M",12,358
"LGA16550","M",12,638
"LGA16610","M",12,148
"LGA16650","M",12,498
"LGA16700","M",12,561
"LGA16900","M",12,470
"LGA16950","M",12,585
"LGA17000","M",12,171
"LGA17040","M",12,130
"LGA17080","M",12,98
"LGA17100","M",12,230
"LGA17150","M",12,1388
"LGA17200","M",12,338
"LGA17310","M",12,432
"LGA17350","M",12,49
"LGA17400","M",12,37
"LGA17420","M",12,1216
"LGA17550","M",12,473
"LGA17620","M",12,97
"LGA17640","M",12,45
"LGA17650","M",12,56
"LGA17750","M",12,417
"LGA17850","M",12,9
"LGA17900","M",12,43
"LGA17950","M",12,18
"LGA18020","M",12,63
"LGA18050","M",12,296
"LGA18100","M",12,24
"LGA18200","M",12,32
"LGA18230","M",12,310
"LGA18250","M",12,410
"LGA18350","M",12,295
"LGA18400","M",12,381
"LGA18450","M",12,1266
"LGA18500","M",12,275
"LGA18710","M",12,102
"LGA19399","M",12,3
"LGA19499","M",12,20
"LGA19799","M",12,0
"LGA20110","M",12,74
"LGA20260","M",12,65
"LGA20570","M",12,647
"LGA20660","M",12,696
"LGA20740","M",12,194
"LGA20830","M",12,323
"LGA20910","M",12,701
"LGA21010","M",12,72
"LGA21110","M",12,1084
"LGA21180","M",12,1167
"LGA21270","M",12,43
"LGA21370","M",12,234
"LGA21450","M",12,649
"LGA21610","M",12,2171
"LGA21670","M",12,76
"LGA21750","M",12,118
"LGA21830","M",12,92
"LGA21890","M",12,694
"LGA22110","M",12,264
"LGA22170","M",12,814
"LGA22250","M",12,56
"LGA22310","M",12,840
"LGA22410","M",12,115
"LGA22490","M",12,195
"LGA22620","M",12,667
"LGA22670","M",12,859
"LGA22750","M",12,1384
"LGA22830","M",12,461
"LGA22910","M",12,84
"LGA22980","M",12,31
"LGA23110","M",12,463
"LGA23190","M",12,120
"LGA23270","M",12,1333
"LGA23350","M",12,97
"LGA23430","M",12,859
"LGA23670","M",12,872
"LGA23810","M",12,448
"LGA23940","M",12,51
"LGA24130","M",12,324
"LGA24210","M",12,722
"LGA24250","M",12,42
"LGA24330","M",12,362
"LGA24410","M",12,653
"LGA24600","M",12,188
"LGA24650","M",12,1049
"LGA24780","M",12,330
"LGA24850","M",12,264
"LGA24900","M",12,196
"LGA24970","M",12,1059
"LGA25060","M",12,631
"LGA25150","M",12,217
"LGA25250","M",12,722
"LGA25340","M",12,970
"LGA25430","M",12,119
"LGA25490","M",12,112
"LGA25620","M",12,82
"LGA25710","M",12,473
"LGA25810","M",12,51
"LGA25900","M",12,337
"LGA25990","M",12,38
"LGA26080","M",12,16
"LGA26170","M",12,162
"LGA26260","M",12,112
"LGA26350","M",12,401
"LGA26430","M",12,48
"LGA26490","M",12,222
"LGA26610","M",12,133
"LGA26670","M",12,49
"LGA26700","M",12,179
"LGA26730","M",12,228
"LGA26810","M",12,253
"LGA26890","M",12,27
"LGA26980","M",12,980
"LGA27070","M",12,1303
"LGA27170","M",12,261
"LGA27260","M",12,1446
"LGA27350","M",12,235
"LGA27450","M",12,966
"LGA27630","M",12,32
"LGA29399","M",12,6
"LGA29499","M",12,5
"LGA29799","M",12,0
"LGA30250","M",12,8
"LGA30300","M",12,24
"LGA30370","M",12,98
"LGA30410","M",12,13
"LGA30450","M",12,0
"LGA30760","M",12,7
"LGA30900","M",12,9
"LGA31000","M",12,6544
"LGA31750","M",12,3
"LGA31820","M",12,560
"LGA31900","M",12,98
"LGA31950","M",12,0
"LGA32080","M",12,1056
"LGA32250","M",12,14
"LGA32260","M",12,188
"LGA32270","M",12,206
"LGA32310","M",12,100
"LGA32330","M",12,12
"LGA32450","M",12,10
"LGA32500","M",12,20
"LGA32600","M",12,0
"LGA32750","M",12,0
"LGA32770","M",12,21
"LGA32810","M",12,77
"LGA33100","M",12,3
"LGA33200","M",12,4
"LGA33220","M",12,636
"LGA33360","M",12,451
"LGA33430","M",12,3482
"LGA33610","M",12,81
"LGA33620","M",12,338
"LGA33800","M",12,67
"LGA33830","M",12,6
"LGA33960","M",12,1363
"LGA33980","M",12,159
"LGA34420","M",12,4
"LGA34530","M",12,260
"LGA34570","M",12,7
"LGA34580","M",12,257
"LGA34590","M",12,2188
"LGA34710","M",12,26
"LGA34770","M",12,795
"LGA34800","M",12,0
"LGA34830","M",12,0
"LGA34860","M",12,73
"LGA34880","M",12,135
"LGA35010","M",12,2928
"LGA35250","M",12,15
"LGA35300","M",12,145
"LGA35600","M",12,31
"LGA35670","M",12,8
"LGA35740","M",12,338
"LGA35760","M",12,66
"LGA35780","M",12,31
"LGA35790","M",12,19
"LGA35800","M",12,8
"LGA36070","M",12,4
"LGA36150","M",12,4
"LGA36250","M",12,1051
"LGA36300","M",12,3
"LGA36370","M",12,572
"LGA36510","M",12,267
"LGA36580","M",12,183
"LGA36630","M",12,231
"LGA36660","M",12,213
"LGA36720","M",12,1907
"LGA36820","M",12,128
"LGA36910","M",12,1149
"LGA36950","M",12,34
"LGA36960","M",12,44
"LGA37010","M",12,1200
"LGA37300","M",12,22
"LGA37310","M",12,249
"LGA37340","M",12,228
"LGA37400","M",12,8
"LGA37550","M",12,16
"LGA37570","M",12,0
"LGA37600","M",12,29
"LGA39499","M",12,23
"LGA39799","M",12,0
"LGA40070","M",12,36
"LGA40120","M",12,280
"LGA40220","M",12,157
"LGA40250","M",12,19
"LGA40310","M",12,154
"LGA40430","M",12,7
"LGA40520","M",12,71
"LGA40700","M",12,301
"LGA40910","M",12,294
"LGA41010","M",12,28
"LGA41060","M",12,574
"LGA41140","M",12,63
"LGA41190","M",12,19
"LGA41330","M",12,12
"LGA41560","M",12,88
"LGA41750","M",12,13
"LGA41830","M",12,12
"LGA41960","M",12,9
"LGA42030","M",12,142
"LGA42110","M",12,26
"LGA42250","M",12,47
"LGA42600","M",12,164
"LGA42750","M",12,25
"LGA43080","M",12,13
"LGA43220","M",12,7
"LGA43360","M",12,17
"LGA43650","M",12,127
"LGA43710","M",12,31
"LGA43790","M",12,77
"LGA43920","M",12,52
"LGA44000","M",12,0
"LGA44060","M",12,489
"LGA44210","M",12,40
"LGA44340","M",12,381
"LGA44550","M",12,246
"LGA44620","M",12,181
"LGA44830","M",12,15
"LGA45040","M",12,119
"LGA45090","M",12,56
"LGA45120","M",12,23
"LGA45290","M",12,164
"LGA45340","M",12,1050
"LGA45400","M",12,11
"LGA45540","M",12,16
"LGA45680","M",12,584
"LGA45890","M",12,624
"LGA46090","M",12,96
"LGA46300","M",12,90
"LGA46450","M",12,97
"LGA46510","M",12,136
"LGA46670","M",12,60
"LGA46860","M",12,0
"LGA46970","M",12,20
"LGA47140","M",12,814
"LGA47290","M",12,10
"LGA47490","M",12,10
"LGA47630","M",12,47
"LGA47700","M",12,582
"LGA47800","M",12,36
"LGA47910","M",12,13
"LGA47980","M",12,235
"LGA48050","M",12,55
"LGA48130","M",12,32
"LGA48260","M",12,48
"LGA48340","M",12,87
"LGA48410","M",12,232
"LGA48540","M",12,153
"LGA48640","M",12,7
"LGA48750","M",12,19
"LGA48830","M",12,55
"LGA49399","M",12,15
"LGA49499","M",12,7
"LGA49799","M",12,0
"LGA50080","M",12,282
"LGA50210","M",12,501
"LGA50250","M",12,49
"LGA50280","M",12,99
"LGA50350","M",12,73
"LGA50420","M",12,283
"LGA50490","M",12,199
"LGA50560","M",12,6
"LGA50630","M",12,8
"LGA50770","M",12,11
"LGA50840","M",12,41
"LGA50910","M",12,3
"LGA50980","M",12,96
"LGA51080","M",12,6
"LGA51120","M",12,6
"LGA51190","M",12,157
"LGA51260","M",12,248
"LGA51310","M",12,240
"LGA51330","M",12,543
"LGA51400","M",12,165
"LGA51470","M",12,0
"LGA51540","M",12,35
"LGA51610","M",12,4
"LGA51680","M",12,44
"LGA51750","M",12,87
"LGA51820","M",12,584
"LGA51890","M",12,64
"LGA51960","M",12,33
"LGA52030","M",12,0
"LGA52100","M",12,12
"LGA52170","M",12,54
"LGA52240","M",12,3
"LGA52310","M",12,4
"LGA52380","M",12,0
"LGA52450","M",12,9
"LGA52520","M",12,8
"LGA52590","M",12,10
"LGA52660","M",12,76
"LGA52730","M",12,49
"LGA52800","M",12,43
"LGA52870","M",12,37
"LGA52940","M",12,7
"LGA53010","M",12,0
"LGA53080","M",12,0
"LGA53150","M",12,44
"LGA53220","M",12,42
"LGA53290","M",12,103
"LGA53360","M",12,26
"LGA53430","M",12,131
"LGA53570","M",12,29
"LGA53640","M",12,5
"LGA53710","M",12,5
"LGA53780","M",12,833
"LGA53800","M",12,277
"LGA53920","M",12,35
"LGA53990","M",12,211
"LGA54060","M",12,24
"LGA54130","M",12,11
"LGA54170","M",12,1044
"LGA54200","M",12,362
"LGA54280","M",12,184
"LGA54310","M",12,161
"LGA54340","M",12,32
"LGA54410","M",12,10
"LGA54480","M",12,7
"LGA54550","M",12,11
"LGA54620","M",12,3
"LGA54690","M",12,0
"LGA54760","M",12,3
"LGA54830","M",12,235
"LGA54900","M",12,8
"LGA54970","M",12,6
"LGA55040","M",12,3
"LGA55110","M",12,488
"LGA55180","M",12,69
"LGA55250","M",12,4
"LGA55320","M",12,656
"LGA55390","M",12,0
"LGA55460","M",12,17
"LGA55530","M",12,0
"LGA55600","M",12,16
"LGA55670","M",12,6
"LGA55740","M",12,54
"LGA55810","M",12,4
"LGA55880","M",12,0
"LGA55950","M",12,0
"LGA56090","M",12,269
"LGA56160","M",12,0
"LGA56230","M",12,121
"LGA56300","M",12,7
"LGA56370","M",12,3
"LGA56460","M",12,30
"LGA56580","M",12,181
"LGA56620","M",12,11
"LGA56730","M",12,78
"LGA56790","M",12,13
"LGA56860","M",12,3
"LGA56930","M",12,13
"LGA57000","M",12,3
"LGA57080","M",12,26
"LGA57140","M",12,7
"LGA57210","M",12,24
"LGA57280","M",12,80
"LGA57350","M",12,3
"LGA57420","M",12,10
"LGA57490","M",12,904
"LGA57630","M",12,0
"LGA57700","M",12,172
"LGA57770","M",12,3
"LGA57840","M",12,223
"LGA57910","M",12,1168
"LGA57980","M",12,96
"LGA58050","M",12,934
"LGA58190","M",12,3
"LGA58260","M",12,7
"LGA58330","M",12,25
"LGA58400","M",12,4
"LGA58470","M",12,0
"LGA58510","M",12,115
"LGA58540","M",12,3
"LGA58570","M",12,132
"LGA58610","M",12,10
"LGA58680","M",12,3
"LGA58760","M",12,1365
"LGA58820","M",12,30
"LGA58890","M",12,3
"LGA59030","M",12,0
"LGA59100","M",12,5
"LGA59170","M",12,3
"LGA59250","M",12,0
"LGA59310","M",12,7
"LGA59320","M",12,3
"LGA59330","M",12,4
"LGA59340","M",12,60
"LGA59350","M",12,3
"LGA59360","M",12,0
"LGA59370","M",12,19
"LGA59499","M",12,3
"LGA59799","M",12,0
"LGA60210","M",12,22
"LGA60410","M",12,123
"LGA60610","M",12,108
"LGA60810","M",12,132
"LGA61010","M",12,16
"LGA61210","M",12,41
"LGA61410","M",12,303
"LGA61510","M",12,66
"LGA61610","M",12,154
"LGA61810","M",12,34
"LGA62010","M",12,3
"LGA62210","M",12,43
"LGA62410","M",12,21
"LGA62610","M",12,271
"LGA62810","M",12,258
"LGA63010","M",12,111
"LGA63210","M",12,36
"LGA63410","M",12,11
"LGA63610","M",12,266
"LGA63810","M",12,51
"LGA64010","M",12,370
"LGA64210","M",12,129
"LGA64610","M",12,73
"LGA64810","M",12,88
"LGA65010","M",12,40
"LGA65210","M",12,12
"LGA65410","M",12,82
"LGA65610","M",12,19
"LGA65810","M",12,144
"LGA69499","M",12,0
"LGA69799","M",12,0
"LGA70200","M",12,165
"LGA70420","M",12,52
"LGA70540","M",12,3
"LGA70620","M",12,36
"LGA70700","M",12,6
"LGA71000","M",12,414
"LGA71300","M",12,101
"LGA72200","M",12,76
"LGA72300","M",12,168
"LGA72330","M",12,27
"LGA72800","M",12,209
"LGA73600","M",12,53
"LGA74050","M",12,23
"LGA74550","M",12,20
"LGA74560","M",12,0
"LGA74660","M",12,51
"LGA74680","M",12,38
"LGA79399","M",12,52
"LGA79499","M",12,3
"LGA79799","M",12,0
"LGA89399","M",12,2254
"LGA89499","M",12,0
"LGA89799","M",12,0
"LGA99399","M",12,17
"LGA99499","M",12,0
"LGA99799","M",12,0
"LGA10050","F",12,293
"LGA10130","F",12,195
"LGA10250","F",12,206
"LGA10300","F",12,12
"LGA10470","F",12,266
"LGA10550","F",12,170
"LGA10600","F",12,89
"LGA10650","F",12,49
"LGA10750","F",12,2183
"LGA10800","F",12,51
"LGA10850","F",12,50
"LGA10900","F",12,479
"LGA10950","F",12,21
"LGA11100","F",12,211
"LGA11150","F",12,14
"LGA11200","F",12,7
"LGA11250","F",12,103
"LGA11300","F",12,168
"LGA11350","F",12,164
"LGA11400","F",12,106
"LGA11450","F",12,547
"LGA11500","F",12,1001
"LGA11520","F",12,361
"LGA11570","F",12,2086
"LGA11600","F",12,19
"LGA11650","F",12,1996
"LGA11700","F",12,4
"LGA11720","F",12,324
"LGA11730","F",12,242
"LGA11750","F",12,24
"LGA11800","F",12,453
"LGA12000","F",12,25
"LGA12150","F",12,30
"LGA12350","F",12,72
"LGA12380","F",12,1195
"LGA12700","F",12,45
"LGA12730","F",12,49
"LGA12750","F",12,170
"LGA12850","F",12,1277
"LGA12870","F",12,75
"LGA12900","F",12,53
"LGA12930","F",12,763
"LGA12950","F",12,13
"LGA13010","F",12,60
"LGA13310","F",12,161
"LGA13340","F",12,72
"LGA13450","F",12,174
"LGA13510","F",12,74
"LGA13550","F",12,62
"LGA13660","F",12,22
"LGA13800","F",12,404
"LGA13850","F",12,18
"LGA13910","F",12,107
"LGA14000","F",12,921
"LGA14100","F",12,76
"LGA14170","F",12,711
"LGA14200","F",12,136
"LGA14300","F",12,28
"LGA14350","F",12,166
"LGA14400","F",12,136
"LGA14500","F",12,958
"LGA14550","F",12,44
"LGA14600","F",12,38
"LGA14650","F",12,1090
"LGA14700","F",12,181
"LGA14750","F",12,75
"LGA14850","F",12,267
"LGA14870","F",12,99
"LGA14900","F",12,1410
"LGA14920","F",12,52
"LGA14950","F",12,23
"LGA15050","F",12,535
"LGA15240","F",12,495
"LGA15270","F",12,108
"LGA15300","F",12,79
"LGA15350","F",12,177
"LGA15520","F",12,61
"LGA15560","F",12,26
"LGA15650","F",12,98
"LGA15700","F",12,122
"LGA15750","F",12,88
"LGA15800","F",12,31
"LGA15850","F",12,47
"LGA15900","F",12,816
"LGA15950","F",12,180
"LGA15990","F",12,1589
"LGA16100","F",12,23
"LGA16150","F",12,249
"LGA16200","F",12,89
"LGA16260","F",12,1102
"LGA16350","F",12,1212
"LGA16380","F",12,456
"LGA16400","F",12,379
"LGA16490","F",12,321
"LGA16550","F",12,590
"LGA16610","F",12,126
"LGA16650","F",12,482
"LGA16700","F",12,518
"LGA16900","F",12,438
"LGA16950","F",12,542
"LGA17000","F",12,133
"LGA17040","F",12,140
"LGA17080","F",12,89
"LGA17100","F",12,205
"LGA17150","F",12,1340
"LGA17200","F",12,307
"LGA17310","F",12,398
"LGA17350","F",12,33
"LGA17400","F",12,32
"LGA17420","F",12,1092
"LGA17550","F",12,494
"LGA17620","F",12,113
"LGA17640","F",12,44
"LGA17650","F",12,37
"LGA17750","F",12,392
"LGA17850","F",12,9
"LGA17900","F",12,36
"LGA17950","F",12,13
"LGA18020","F",12,56
"LGA18050","F",12,273
"LGA18100","F",12,12
"LGA18200","F",12,40
"LGA18230","F",12,332
"LGA18250","F",12,393
"LGA18350","F",12,283
"LGA18400","F",12,350
"LGA18450","F",12,1150
"LGA18500","F",12,259
"LGA18710","F",12,126
"LGA19399","F",12,7
"LGA19499","F",12,16
"LGA19799","F",12,3
"LGA20110","F",12,74
"LGA20260","F",12,58
"LGA20570","F",12,619
"LGA20660","F",12,618
"LGA20740","F",12,169
"LGA20830","F",12,281
"LGA20910","F",12,674
"LGA21010","F",12,80
"LGA21110","F",12,1068
"LGA21180","F",12,1086
"LGA21270","F",12,25
"LGA21370","F",12,208
"LGA21450","F",12,619
"LGA21610","F",12,2003
"LGA21670","F",12,63
"LGA21750","F",12,139
"LGA21830","F",12,79
"LGA21890","F",12,700
"LGA22110","F",12,241
"LGA22170","F",12,715
"LGA22250","F",12,60
"LGA22310","F",12,811
"LGA22410","F",12,126
"LGA22490","F",12,176
"LGA22620","F",12,654
"LGA22670","F",12,786
"LGA22750","F",12,1302
"LGA22830","F",12,371
"LGA22910","F",12,77
"LGA22980","F",12,29
"LGA23110","F",12,428
"LGA23190","F",12,112
"LGA23270","F",12,1339
"LGA23350","F",12,126
"LGA23430","F",12,819
"LGA23670","F",12,833
"LGA23810","F",12,413
"LGA23940","F",12,55
"LGA24130","F",12,338
"LGA24210","F",12,666
"LGA24250","F",12,47
"LGA24330","F",12,324
"LGA24410","F",12,611
"LGA24600","F",12,178
"LGA24650","F",12,987
"LGA24780","F",12,346
"LGA24850","F",12,245
"LGA24900","F",12,171
"LGA24970","F",12,928
"LGA25060","F",12,576
"LGA25150","F",12,187
"LGA25250","F",12,682
"LGA25340","F",12,889
"LGA25430","F",12,82
"LGA25490","F",12,135
"LGA25620","F",12,83
"LGA25710","F",12,434
"LGA25810","F",12,69
"LGA25900","F",12,288
"LGA25990","F",12,40
"LGA26080","F",12,6
"LGA26170","F",12,183
"LGA26260","F",12,89
"LGA26350","F",12,415
"LGA26430","F",12,46
"LGA26490","F",12,210
"LGA26610","F",12,108
"LGA26670","F",12,40
